197    14041641    05,03,07,11,08
198    14041642    05,02,10,07,03
199    14041643    08,07,02,10,04
200    14041644    02,03,09,06,10
201    14041645    10,07,11,09,01
202    14041646    01,06,05,11,10
203    14041647    05,04,06,07,09
204    14041648    08,04,02,11,06
205    14041649    10,07,03,02,06
206    14041650    02,04,07,06,03
207    14041651    10,07,02,06,05
208    14041652    04,11,10,05,01
209    14041653    04,05,02,01,06
210    14041654    07,02,06,04,11
211    14041655    09,10,01,08,03
212    14041656    07,10,04,03,06
213    14041657    04,08,01,06,10
214    14041658    08,10,09,01,06
215    14041659    10,03,01,08,09
216    14041660    11,03,09,08,05
217    14041661    02,11,04,03,07
218    14041662    02,11,08,10,09
219    14041663    11,07,02,04,01
220    14041664    03,04,08,09,05
221    14041665    08,06,03,04,05
222    14041666    06,07,10,04,01
223    14041667    04,09,06,10,01
224    14041668    07,02,08,05,11
225    14041669    10,08,07,03,04
226    14041670    03,05,02,10,09
227    14041671    08,04,09,06,11
228    14041672    06,04,07,08,10
229    14041673    01,05,10,06,03
230    14041674    01,06,02,03,09
231    14041675    11,08,05,01,02
232    14041676    04,02,06,03,05
233    14041677    01,07,09,10,05
234    14041678    04,07,09,01,06
235    14041701    02,10,11,05,04
236    14041702    01,10,09,02,05
237    14041703    10,08,07,01,05
238    14041704    06,05,08,09,03
239    14041705    07,08,01,04,09
240    14041706    06,07,10,11,05
241    14041707    11,05,09,03,10
242    14041708    08,02,01,05,09
243    14041709    09,07,05,04,11
244    14041710    10,05,04,06,01
245    14041711    10,04,03,05,02
246    14041712    05,01,03,08,10
247    14041713    06,03,11,08,10
248    14041714    04,02,09,08,06
249    14041715    06,08,05,09,11
250    14041716    10,11,02,01,08
251    14041717    04,05,11,02,07
252    14041718    07,06,02,03,11
253    14041719    11,06,08,09,04
254    14041720    09,05,06,10,11
255    14041721    09,03,05,01,11
256    14041722    01,05,03,02,11
257    14041723    09,04,01,11,06
258    14041724    09,05,07,06,01
259    14041725    07,04,03,11,10
260    14041726    02,09,03,08,11
261    14041727    07,03,01,05,04
262    14041728    11,01,09,06,03
263    14041729    11,03,02,10,08
264    14041730    01,03,09,10,05
265    14041731    05,02,01,04,11
266    14041732    11,01,08,06,02
267    14041733    05,01,07,02,08
268    14041734    01,08,06,10,04
269    14041735    11,09,07,04,05
270    14041736    04,03,09,06,05
271    14041737    09,08,01,02,06
272    14041738    11,04,07,02,08
273    14041739    02,09,05,01,07
274    14041740    06,10,01,07,04
275    14041741    04,08,05,02,06
276    14041742    02,07,05,08,11
277    14041743    07,08,06,10,11
278    14041744    07,09,08,03,02
279    14041745    04,01,09,03,10
280    14041746    01,09,07,08,05
281    14041747    06,10,09,03,02
282    14041748    07,01,04,10,08
283    14041749    07,04,11,10,03
284    14041750    05,06,08,10,07
285    14041751    11,08,09,05,03
286    14041752    06,08,05,03,07
287    14041753    01,03,02,10,06
288    14041754    08,01,09,04,02
289    14041755    02,09,03,05,06
290    14041756    04,01,07,03,06
291    14041757    02,06,11,05,01
292    14041758    11,02,06,07,05
293    14041759    10,09,05,07,04
294    14041760    02,07,10,03,04
295    14041761    10,02,03,09,04
296    14041762    11,10,04,03,01
297    14041763    06,03,07,01,10
298    14041764    06,03,05,07,01
299    14041765    06,03,11,01,05
300    14041766    10,05,03,04,06
301    14041767    02,08,07,01,10
302    14041768    06,05,10,02,11
303    14041769    09,08,04,03,01
304    14041770    03,08,05,10,07
305    14041771    01,05,02,06,07
306    14041772    05,01,02,09,08
307    14041773    08,04,06,02,07
308    14041774    11,07,05,09,10
309    14041775    01,06,09,05,08
310    14041776    10,01,04,11,03
311    14041777    04,07,08,10,09
312    14041778    08,03,05,06,01
313    14041801    06,02,04,03,08
314    14041802    01,10,07,03,05
315    14041803    08,11,09,01,03
316    14041804    08,05,04,01,09
317    14041805    01,08,10,07,04
318    14041806    01,09,03,08,10
319    14041807    10,04,11,03,09
320    14041808    03,07,06,04,01
321    14041809    01,06,03,09,11
322    14041810    10,09,07,11,06
323    14041811    04,10,01,05,08
324    14041812    05,07,03,09,04
325    14041813    08,05,07,03,01
326    14041814    04,09,07,11,06
327    14041815    03,09,01,02,11
328    14041816    01,02,10,08,09
329    14041817    07,05,08,02,09
330    14041818    06,04,07,02,11
331    14041819    09,03,06,10,07
332    14041820    08,10,06,07,05
333    14041821    09,05,02,03,06
334    14041822    05,10,09,04,02
335    14041823    02,11,10,07,09
336    14041824    04,01,05,03,10
337    14041825    03,02,08,07,01
338    14041826    06,08,11,01,05
339    14041827    01,03,06,05,04
340    14041828    06,02,03,04,09
341    14041829    08,06,11,10,09
342    14041830    03,01,10,11,07
343    14041831    10,06,08,03,04
344    14041832    04,05,09,02,08
345    14041833    05,08,06,03,10
346    14041834    01,04,09,10,06
347    14041835    02,04,01,05,10
348    14041836    06,04,05,02,07
349    14041837    01,07,05,11,04
350    14041838    04,01,03,11,07
351    14041839    05,02,03,04,08
352    14041840    01,06,02,08,09
353    14041841    05,07,11,06,09
354    14041842    07,11,05,06,03
355    14041843    01,04,10,02,07
356    14041844    02,04,06,10,09
357    14041845    09,10,01,07,05
358    14041846    03,11,04,02,09
359    14041847    06,01,03,04,09
360    14041848    05,06,08,09,01
361    14041849    07,02,09,10,05
362    14041850    03,10,08,09,06
363    14041851    08,01,11,03,04
364    14041852    10,01,02,04,06
365    14041853    06,01,07,08,11
366    14041854    09,02,04,11,08
367    14041855    09,01,07,08,10
368    14041856    03,01,10,05,06
369    14041857    08,03,10,07,09
370    14041858    06,02,11,08,05
371    14041859    03,09,05,11,04
372    14041860    01,06,08,09,04
373    14041861    09,08,05,03,07
374    14041862    06,02,04,10,08
375    14041863    03,11,06,05,04
376    14041864    02,07,11,08,09
