14082246	04,05,06,09,11
14082247	01,03,04,07,11
14082248	02,03,05,07,09
14082249	02,03,08,10,11
14082250	01,04,05,06,11
14082251	02,03,04,08,11
14082252	01,03,05,08,10
14082253	02,03,05,07,08
14082254	01,02,03,08,11
14082255	03,05,08,10,11
14082256	04,05,06,08,09
14082257	01,02,06,07,10
14082258	03,07,08,09,10
14082259	01,06,07,09,10
14082260	04,05,06,09,11
14082261	01,03,06,09,11
14082262	02,05,08,10,11
14082263	03,05,07,08,09
14082264	01,04,06,08,09
14082265	04,05,07,08,09
14082266	04,05,08,09,11
14082267	01,02,06,08,11
14082268	01,05,06,07,10
14082269	01,03,06,07,08
14082270	01,02,04,06,09
14082271	03,04,05,07,08
14082272	02,03,04,05,07
14082273	03,06,07,10,11
14082274	01,03,04,09,10
14082275	02,04,07,09,10
14082276	01,05,08,09,10
14082277	03,05,06,09,10
14082278	03,06,08,10,11
14082301	04,05,07,10,11
14082302	01,02,03,04,06
14082303	04,05,06,09,11
14082304	03,04,05,06,11
14082305	01,02,03,10,11
14082306	01,03,05,06,11
14082307	03,04,06,07,10
14082308	02,07,08,10,11
14082309	03,05,08,09,10
14082310	02,03,05,09,10
14082311	02,04,06,10,11
14082312	03,06,07,08,11
14082313	01,04,06,07,08
14082314	04,05,06,09,10
14082315	02,04,05,07,08
14082316	01,05,07,08,11
14082317	01,04,05,08,11
14082318	02,03,05,07,11
14082319	02,06,09,10,11
14082320	01,04,08,09,10
14082321	03,04,05,07,10
14082322	01,04,05,06,08
14082323	04,05,08,09,11
14082324	02,04,05,06,10
14082325	01,02,04,06,11
14082326	02,05,07,08,11
14082327	02,05,08,10,11
14082328	01,03,04,05,11
14082329	03,04,07,08,09
14082330	01,03,04,08,11
14082331	01,02,06,07,10
14082332	01,03,05,06,10
14082333	04,05,08,09,10
14082334	01,02,08,09,11
14082335	01,02,03,07,10
14082336	05,06,07,09,11
14082337	01,06,07,09,10
14082338	02,04,05,08,11
14082339	03,04,06,07,10
14082340	02,04,05,09,10
14082341	01,03,04,06,11
14082342	01,03,07,08,09
14082343	02,03,05,06,10
14082344	02,05,06,08,09
14082345	01,04,05,07,11
14082346	01,06,09,10,11
14082347	01,03,05,06,10
14082348	01,02,05,07,11
14082349	01,02,03,09,10
14082350	01,05,07,09,10
14082351	01,04,05,08,11
